True	0	0.0	0.0	time	0.885244607925415
False	25	324.203125	482.5	time	0.885244607925415
False	26	325.875	477.25	time	0.885244607925415
False	22	327.703125	471.5	time	0.885244607925415
False	23	329.140625	467.0	time	0.885244607925415
False	22	331.015625	463.0	time	0.885244607925415
False	23	332.546875	459.5	time	0.885244607925415
False	24	334.140625	456.75	time	0.885244607925415
False	24	335.6875	453.25	time	0.885244607925415
False	24	337.3125	450.75	time	0.885244607925415
False	21	338.921875	449.25	time	0.885244607925415
False	24	340.703125	447.75	time	0.885244607925415
False	24	342.5	446.75	time	0.885244607925415
False	20	343.875	445.75	time	0.885244607925415
False	22	345.75	433.75	time	0.885244607925415
False	25	347.15625	434.25	time	0.885244607925415
False	26	348.75	434.25	time	0.885244607925415
False	26	350.84375	434.25	time	0.885244607925415
False	26	352.3125	435.25	time	0.885244607925415
True	24	353.703125	436.75	time	0.885244607925415
False	25	355.546875	438.25	time	0.885244607925415
False	24	357.21875	440.75	time	0.885244607925415
False	0	3.40625	0.0	time	0.885244607925415
False	21	0.140625	446.0	time	0.885244607925415
False	21	1.765625	450.0	time	0.885244607925415
False	0	8.28125	0.0	time	0.885244607925415
False	22	5.234375	460.5	time	0.885244607925415
False	24	6.640625	476.75	time	0.885244607925415
False	27	8.296875	481.25	time	0.885244607925415
False	22	9.640625	487.75	time	0.885244607925415
False	0	16.421875	0.0	time	0.885244607925415
False	0	18.140625	0.0	time	0.885244607925415
False	0	19.765625	0.0	time	0.885244607925415
False	0	21.390625	0.0	time	0.885244607925415
False	9	21.28125	258.5	time	0.885244607925415
False	9	22.421875	242.0	time	0.885244607925415
False	9	24.984375	241.25	time	0.885244607925415
False	10	26.609375	246.75	time	0.885244607925415
False	10	28.453125	245.25	time	0.885244607925415
False	11	29.0	244.0	time	0.885244607925415
False	11	32.59375	238.75	time	0.885244607925415
False	11	33.21875	244.25	time	0.885244607925415
False	10	34.75	244.25	time	0.885244607925415
False	11	37.484375	244.5	time	0.885244607925415
False	11	39.125	243.75	time	0.885244607925415
False	13	39.640625	246.0	time	0.885244607925415
False	12	41.453125	246.75	time	0.885244607925415
False	0	44.40625	0.0	time	0.885244607925415
False	0	46.046875	0.0	time	0.885244607925415
False	0	47.6875	0.0	time	0.885244607925415
False	0	49.328125	0.0	time	0.885244607925415
False	0	50.984375	0.0	time	0.885244607925415
False	0	52.609375	0.0	time	0.885244607925415
False	0	54.265625	0.0	time	0.885244607925415
